Customer ID,Age,Age Group,Gender,Item Purchased,Category,Purchase Amount (USD),PA Group,Location,Size,Color,Season,Review Rating,Rating Group,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases
149,37,Mid Adult,Male,Gloves,Accessories,90,High Cost,Wyoming,M,Gray,Fall,2.6,Bad,Yes,PayPal,Store Pickup,Yes,Yes,47,Debit Card,Annually
150,38,Mid Adult,Male,Pants,Clothing,76,High Cost,Delaware,M,White,Summer,3.2,Good,Yes,Venmo,Free Shipping,Yes,Yes,14,PayPal,Monthly
151,35,Mid Adult,Male,Boots,Footwear,96,High Cost,California,L,Cyan,Fall,4.9,Excellent,Yes,Bank Transfer,Standard,Yes,Yes,17,Debit Card,Every 3 Months
152,28,Adult,Male,Sunglasses,Accessories,47,Mid Cost,North Dakota,L,Turquoise,Fall,4.5,Excellent,Yes,Debit Card,Next Day Air,Yes,Yes,3,Venmo,Annually
153,30,Mid Adult,Male,Shirt,Clothing,85,High Cost,South Carolina,S,Brown,Summer,4.3,Excellent,Yes,PayPal,Express,Yes,Yes,42,Venmo,Annually
154,69,Senior Citizen,Male,Hoodie,Clothing,55,Mid Cost,North Carolina,M,Maroon,Winter,3.2,Good,Yes,Debit Card,Standard,Yes,Yes,22,Debit Card,Annually
155,41,Mid Aged,Male,Dress,Clothing,98,High Cost,Oklahoma,M,Charcoal,Fall,3.6,Good,Yes,Debit Card,Next Day Air,Yes,Yes,21,Venmo,Quarterly
156,63,Senior Citizen,Male,Socks,Clothing,77,High Cost,Maine,S,Olive,Spring,4.3,Excellent,Yes,Cash,Free Shipping,Yes,Yes,21,Bank Transfer,Quarterly
157,35,Mid Adult,Male,Shorts,Clothing,26,Low cost,Missouri,M,Lavender,Fall,4,Good,Yes,Venmo,Standard,Yes,Yes,40,Debit Card,Annually
158,36,Mid Adult,Male,Hat,Accessories,68,Mid Cost,Vermont,S,Yellow,Fall,3,Good,Yes,Debit Card,Next Day Air,Yes,Yes,1,Bank Transfer,Fortnightly
159,25,Adult,Male,Shirt,Clothing,73,High Cost,Connecticut,XL,Teal,Fall,4.1,Excellent,Yes,Bank Transfer,Standard,Yes,Yes,50,Bank Transfer,Monthly
160,58,Mid Aged,Male,Gloves,Accessories,27,Low cost,New Hampshire,M,Charcoal,Fall,3.8,Good,Yes,Debit Card,Store Pickup,Yes,Yes,39,Bank Transfer,Every 3 Months
161,27,Adult,Male,Gloves,Accessories,23,Low cost,Texas,M,Orange,Summer,4.6,Excellent,Yes,Bank Transfer,Free Shipping,Yes,Yes,34,Venmo,Monthly
162,65,Senior Citizen,Male,Backpack,Accessories,49,Mid Cost,North Dakota,M,Olive,Fall,3,Good,Yes,Venmo,Express,Yes,Yes,29,Venmo,Fortnightly
163,54,Mid Aged,Male,Sunglasses,Accessories,74,High Cost,California,M,Turquoise,Summer,3,Good,Yes,Credit Card,Store Pickup,Yes,Yes,31,PayPal,Bi-Weekly
164,54,Mid Aged,Male,Skirt,Clothing,67,Mid Cost,Virginia,M,Purple,Summer,3.4,Good,Yes,PayPal,Standard,Yes,Yes,8,Debit Card,Weekly
165,59,Mid Aged,Male,Handbag,Accessories,65,Mid Cost,Delaware,S,Purple,Spring,2.6,Bad,Yes,Debit Card,Free Shipping,Yes,Yes,5,Credit Card,Fortnightly
166,42,Mid Aged,Male,Handbag,Accessories,60,Mid Cost,Kentucky,S,Yellow,Winter,2.8,Bad,Yes,Credit Card,Store Pickup,Yes,Yes,7,Cash,Monthly
167,46,Mid Aged,Male,Sneakers,Footwear,31,Low cost,Delaware,XL,Indigo,Fall,4,Good,Yes,Cash,Store Pickup,Yes,Yes,30,Cash,Monthly
168,33,Mid Adult,Male,Gloves,Accessories,27,Low cost,Arkansas,M,Green,Fall,4,Good,Yes,Venmo,Express,Yes,Yes,14,Credit Card,Every 3 Months
169,34,Mid Adult,Male,Shoes,Footwear,80,High Cost,Louisiana,M,Magenta,Summer,3,Good,Yes,Bank Transfer,Express,Yes,Yes,5,Cash,Fortnightly
170,27,Adult,Male,Jacket,Outerwear,30,Low cost,Nevada,S,Gold,Summer,3.3,Good,Yes,Credit Card,Standard,Yes,Yes,3,PayPal,Every 3 Months
171,52,Mid Aged,Male,Shirt,Clothing,25,Low cost,Wyoming,M,Maroon,Fall,2.6,Bad,Yes,Venmo,Store Pickup,Yes,Yes,46,Venmo,Bi-Weekly
172,29,Adult,Male,Shorts,Clothing,35,Mid Cost,Virginia,M,Blue,Summer,3.6,Good,Yes,Debit Card,Store Pickup,Yes,Yes,4,Credit Card,Weekly
173,54,Mid Aged,Male,Jewelry,Accessories,67,Mid Cost,Nebraska,M,Violet,Summer,3.9,Good,Yes,Bank Transfer,Next Day Air,Yes,Yes,42,Credit Card,Bi-Weekly
174,25,Adult,Male,Hat,Accessories,46,Mid Cost,Hawaii,M,Turquoise,Fall,3.4,Good,Yes,PayPal,Standard,Yes,Yes,30,Cash,Annually
175,41,Mid Aged,Male,Shoes,Footwear,35,Mid Cost,Vermont,L,Brown,Winter,3.5,Good,Yes,Venmo,Express,Yes,Yes,37,Venmo,Annually
176,53,Mid Aged,Male,Coat,Outerwear,86,High Cost,Oklahoma,L,Violet,Fall,2.8,Bad,Yes,Debit Card,Next Day Air,Yes,Yes,2,Bank Transfer,Annually
177,53,Mid Aged,Male,Backpack,Accessories,81,High Cost,New Hampshire,L,Black,Spring,2.7,Bad,Yes,Bank Transfer,Next Day Air,Yes,Yes,30,Credit Card,Quarterly
178,21,Adult,Male,Hoodie,Clothing,42,Mid Cost,Kansas,L,Magenta,Fall,3.7,Good,Yes,Debit Card,Next Day Air,Yes,Yes,47,Bank Transfer,Monthly
179,61,Senior Citizen,Male,Skirt,Clothing,43,Mid Cost,Idaho,L,Lavender,Fall,4.3,Excellent,Yes,Debit Card,2-Day Shipping,Yes,Yes,21,PayPal,Quarterly
180,64,Senior Citizen,Male,Boots,Footwear,31,Low cost,Illinois,M,Violet,Fall,4.9,Excellent,Yes,Debit Card,Store Pickup,Yes,Yes,9,Bank Transfer,Fortnightly
181,51,Mid Aged,Male,Sandals,Footwear,81,High Cost,South Dakota,L,Green,Fall,3.3,Good,Yes,Cash,Store Pickup,Yes,Yes,12,Debit Card,Fortnightly
182,32,Mid Adult,Male,Pants,Clothing,61,Mid Cost,Massachusetts,M,Beige,Summer,4.7,Excellent,Yes,Venmo,Next Day Air,Yes,Yes,4,Bank Transfer,Weekly
183,38,Mid Adult,Male,Gloves,Accessories,96,High Cost,Alabama,XL,Purple,Summer,2.8,Bad,Yes,Venmo,Store Pickup,Yes,Yes,10,Debit Card,Annually
184,58,Mid Aged,Male,Skirt,Clothing,29,Low cost,Ohio,XL,Beige,Spring,3.6,Good,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,26,Credit Card,Weekly
185,32,Mid Adult,Male,Sneakers,Footwear,33,Low cost,Hawaii,L,Cyan,Spring,3,Good,Yes,Cash,Express,Yes,Yes,40,Cash,Fortnightly
186,46,Mid Aged,Male,T-shirt,Clothing,32,Low cost,Wisconsin,XL,Silver,Summer,4.5,Excellent,Yes,Bank Transfer,Store Pickup,Yes,Yes,34,Bank Transfer,Fortnightly
187,39,Mid Adult,Male,Backpack,Accessories,56,Mid Cost,Minnesota,S,Lavender,Summer,2.9,Bad,Yes,Debit Card,Standard,Yes,Yes,31,Debit Card,Annually
188,19,Adult,Male,Shoes,Footwear,94,High Cost,Georgia,S,Purple,Spring,3.3,Good,Yes,Credit Card,Store Pickup,Yes,Yes,1,Bank Transfer,Bi-Weekly
189,50,Mid Aged,Male,Hoodie,Clothing,53,Mid Cost,Arkansas,M,Pink,Spring,3.1,Good,Yes,Credit Card,Express,Yes,Yes,5,Bank Transfer,Bi-Weekly
190,36,Mid Adult,Male,Blouse,Clothing,82,High Cost,West Virginia,M,Maroon,Fall,4.4,Excellent,Yes,Venmo,Next Day Air,Yes,Yes,4,Credit Card,Weekly
191,65,Senior Citizen,Male,Coat,Outerwear,70,Mid Cost,Indiana,XL,Beige,Fall,3,Good,Yes,Venmo,Free Shipping,Yes,Yes,48,Venmo,Quarterly
192,64,Senior Citizen,Male,Hat,Accessories,76,High Cost,Utah,M,Gray,Fall,3.9,Good,Yes,Credit Card,Free Shipping,Yes,Yes,29,Cash,Every 3 Months
193,46,Mid Aged,Male,Shoes,Footwear,29,Low cost,Nebraska,L,Turquoise,Summer,2.9,Bad,Yes,Venmo,Express,Yes,Yes,12,PayPal,Bi-Weekly
194,36,Mid Adult,Male,Belt,Accessories,100,High Cost,North Dakota,S,Silver,Fall,3,Good,Yes,PayPal,Standard,Yes,Yes,29,Venmo,Annually
195,51,Mid Aged,Male,Backpack,Accessories,94,High Cost,Missouri,M,Olive,Spring,3.1,Good,Yes,Venmo,Express,Yes,Yes,15,Debit Card,Quarterly
196,51,Mid Aged,Male,Jacket,Outerwear,25,Low cost,New York,M,Magenta,Fall,4.3,Excellent,Yes,Credit Card,Free Shipping,Yes,Yes,34,Credit Card,Monthly
197,38,Mid Adult,Male,Boots,Footwear,88,High Cost,Washington,M,Lavender,Summer,3.9,Good,Yes,Cash,Next Day Air,Yes,Yes,41,Credit Card,Fortnightly
198,59,Mid Aged,Male,Scarf,Accessories,78,High Cost,South Carolina,M,Black,Fall,3.2,Good,Yes,Debit Card,2-Day Shipping,Yes,Yes,41,Credit Card,Monthly
199,57,Mid Aged,Male,Jewelry,Accessories,45,Mid Cost,Utah,M,Turquoise,Winter,4.8,Excellent,Yes,Cash,Standard,Yes,Yes,39,Credit Card,Fortnightly
200,54,Mid Aged,Male,Hat,Accessories,73,High Cost,Idaho,XL,Green,Summer,3.8,Good,Yes,Debit Card,Express,Yes,Yes,32,Cash,Weekly
201,25,Adult,Male,Dress,Clothing,61,Mid Cost,Pennsylvania,S,Teal,Summer,3.3,Good,Yes,PayPal,Next Day Air,Yes,Yes,29,Venmo,Monthly
202,69,Senior Citizen,Male,Blouse,Clothing,22,Low cost,Missouri,S,Beige,Fall,4.3,Excellent,Yes,Bank Transfer,Free Shipping,Yes,Yes,15,Bank Transfer,Annually
203,57,Mid Aged,Male,Hat,Accessories,38,Mid Cost,Nebraska,L,Magenta,Spring,2.7,Bad,Yes,Bank Transfer,Express,Yes,Yes,33,Venmo,Annually
204,70,Senior Citizen,Male,Scarf,Accessories,38,Mid Cost,Indiana,S,Yellow,Fall,3.2,Good,Yes,PayPal,Next Day Air,Yes,Yes,18,Bank Transfer,Weekly
205,24,Adult,Male,Sneakers,Footwear,100,High Cost,Arizona,M,Yellow,Fall,4,Good,Yes,PayPal,Store Pickup,Yes,Yes,35,Cash,Bi-Weekly
206,67,Senior Citizen,Male,Shirt,Clothing,64,Mid Cost,Hawaii,M,Silver,Winter,3,Good,Yes,Bank Transfer,Standard,Yes,Yes,25,PayPal,Weekly
207,24,Adult,Male,T-shirt,Clothing,55,Mid Cost,Wisconsin,L,Silver,Summer,4.2,Excellent,Yes,Venmo,Free Shipping,Yes,Yes,6,Venmo,Fortnightly
208,62,Senior Citizen,Male,Gloves,Accessories,91,High Cost,Rhode Island,M,Silver,Summer,2.9,Bad,Yes,Venmo,Express,Yes,Yes,17,Bank Transfer,Bi-Weekly
209,57,Mid Aged,Male,Skirt,Clothing,38,Mid Cost,Wisconsin,M,Gold,Spring,4.1,Excellent,Yes,Cash,Store Pickup,Yes,Yes,17,Credit Card,Monthly
210,55,Mid Aged,Male,Sandals,Footwear,97,High Cost,Minnesota,S,Olive,Winter,3.2,Good,Yes,Bank Transfer,Store Pickup,Yes,Yes,44,Cash,Every 3 Months
211,45,Mid Aged,Male,Jacket,Outerwear,22,Low cost,Vermont,L,Teal,Fall,3,Good,Yes,Venmo,2-Day Shipping,Yes,Yes,6,PayPal,Fortnightly
212,69,Senior Citizen,Male,Skirt,Clothing,92,High Cost,South Dakota,L,Maroon,Fall,4.2,Excellent,Yes,Venmo,2-Day Shipping,Yes,Yes,45,Debit Card,Fortnightly
213,67,Senior Citizen,Male,Handbag,Accessories,84,High Cost,Virginia,L,Blue,Fall,4.2,Excellent,Yes,Venmo,Express,Yes,Yes,7,Debit Card,Annually
214,30,Mid Adult,Male,Handbag,Accessories,93,High Cost,Nevada,L,Peach,Fall,4.4,Excellent,Yes,Cash,Store Pickup,Yes,Yes,11,Debit Card,Every 3 Months
215,24,Adult,Male,Jacket,Outerwear,50,Mid Cost,Hawaii,L,Blue,Summer,4.2,Excellent,Yes,Cash,Next Day Air,Yes,Yes,41,Cash,Every 3 Months
216,62,Senior Citizen,Male,Scarf,Accessories,64,Mid Cost,New Jersey,S,Orange,Spring,2.8,Bad,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,24,PayPal,Bi-Weekly
217,43,Mid Aged,Male,Shorts,Clothing,61,Mid Cost,Massachusetts,L,Yellow,Spring,3.7,Good,Yes,Cash,Free Shipping,Yes,Yes,21,Venmo,Weekly
218,35,Mid Adult,Male,Sunglasses,Accessories,48,Mid Cost,Oklahoma,M,Purple,Winter,3.5,Good,Yes,Venmo,Next Day Air,Yes,Yes,24,Bank Transfer,Annually
219,28,Adult,Male,T-shirt,Clothing,45,Mid Cost,California,S,Magenta,Spring,2.9,Bad,Yes,Credit Card,Store Pickup,Yes,Yes,8,Credit Card,Quarterly
220,32,Mid Adult,Male,Belt,Accessories,88,High Cost,Nevada,M,Cyan,Spring,3,Good,Yes,Venmo,Free Shipping,Yes,Yes,12,Cash,Fortnightly
221,39,Mid Adult,Male,Sneakers,Footwear,57,Mid Cost,Arizona,S,Indigo,Spring,3.7,Good,Yes,Debit Card,Express,Yes,Yes,48,Debit Card,Fortnightly
222,28,Adult,Male,Hat,Accessories,68,Mid Cost,North Carolina,XL,Magenta,Summer,4.4,Excellent,Yes,Debit Card,Store Pickup,Yes,Yes,6,Bank Transfer,Quarterly
223,47,Mid Aged,Male,Gloves,Accessories,94,High Cost,New York,XL,Gray,Spring,4.5,Excellent,Yes,Venmo,2-Day Shipping,Yes,Yes,14,PayPal,Fortnightly
224,20,Adult,Male,Pants,Clothing,41,Mid Cost,Wyoming,M,Turquoise,Spring,4.8,Excellent,Yes,Venmo,Free Shipping,Yes,Yes,34,PayPal,Annually
225,63,Senior Citizen,Male,Socks,Clothing,83,High Cost,South Dakota,S,Beige,Summer,2.9,Bad,Yes,PayPal,Free Shipping,Yes,Yes,12,Cash,Every 3 Months
226,25,Adult,Male,Jacket,Outerwear,22,Low cost,Arkansas,M,Olive,Spring,3.2,Good,Yes,Debit Card,Next Day Air,Yes,Yes,11,Bank Transfer,Annually
227,29,Adult,Male,Shoes,Footwear,74,High Cost,Texas,L,Violet,Spring,3.3,Good,Yes,Cash,Free Shipping,Yes,Yes,5,PayPal,Monthly
228,50,Mid Aged,Male,Jeans,Clothing,90,High Cost,Rhode Island,M,Turquoise,Winter,4.2,Excellent,Yes,Venmo,Standard,Yes,Yes,25,Venmo,Fortnightly
229,18,Adult,Male,Socks,Clothing,79,High Cost,New Hampshire,M,White,Spring,2.9,Bad,Yes,Credit Card,Store Pickup,Yes,Yes,11,Credit Card,Annually
230,70,Senior Citizen,Male,Sandals,Footwear,28,Low cost,Ohio,S,Silver,Spring,4.6,Excellent,Yes,Cash,Next Day Air,Yes,Yes,27,PayPal,Every 3 Months
231,66,Senior Citizen,Male,Scarf,Accessories,88,High Cost,Utah,L,Olive,Fall,4.1,Excellent,Yes,Venmo,Standard,Yes,Yes,43,Credit Card,Annually
232,28,Adult,Male,Blouse,Clothing,26,Low cost,Tennessee,M,Blue,Spring,3.1,Good,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,18,Debit Card,Every 3 Months
233,54,Mid Aged,Male,Jewelry,Accessories,27,Low cost,Hawaii,L,Purple,Winter,4.2,Excellent,Yes,Bank Transfer,Express,Yes,Yes,32,Bank Transfer,Bi-Weekly
234,19,Adult,Male,Sweater,Clothing,83,High Cost,Arizona,XL,Yellow,Fall,4.5,Excellent,Yes,PayPal,Next Day Air,Yes,Yes,27,Bank Transfer,Every 3 Months
235,20,Adult,Male,Gloves,Accessories,39,Mid Cost,South Dakota,S,Silver,Summer,3.7,Good,Yes,PayPal,Next Day Air,Yes,Yes,24,Credit Card,Weekly
236,43,Mid Aged,Male,Sunglasses,Accessories,89,High Cost,New Jersey,M,Cyan,Winter,3.7,Good,Yes,Cash,Free Shipping,Yes,Yes,31,Debit Card,Quarterly
237,38,Mid Adult,Male,Coat,Outerwear,68,Mid Cost,North Dakota,L,Green,Winter,3.4,Good,Yes,Debit Card,Next Day Air,Yes,Yes,39,PayPal,Fortnightly
238,50,Mid Aged,Male,Dress,Clothing,90,High Cost,Iowa,M,Beige,Summer,3,Good,Yes,Venmo,Store Pickup,Yes,Yes,36,Debit Card,Fortnightly
239,64,Senior Citizen,Male,Skirt,Clothing,34,Low cost,Ohio,M,Peach,Fall,4.2,Excellent,Yes,Debit Card,Free Shipping,Yes,Yes,5,Cash,Annually
240,49,Mid Aged,Male,Pants,Clothing,51,Mid Cost,Vermont,L,Yellow,Summer,2.9,Bad,Yes,PayPal,Express,Yes,Yes,47,Credit Card,Bi-Weekly
241,47,Mid Aged,Male,Sweater,Clothing,45,Mid Cost,Montana,XL,Turquoise,Winter,3.5,Good,Yes,Credit Card,Free Shipping,Yes,Yes,29,Bank Transfer,Fortnightly
242,36,Mid Adult,Male,Hoodie,Clothing,88,High Cost,Delaware,M,Peach,Winter,4.1,Excellent,Yes,PayPal,Free Shipping,Yes,Yes,43,Venmo,Bi-Weekly
243,55,Mid Aged,Male,Coat,Outerwear,85,High Cost,New York,L,Gray,Summer,4.3,Excellent,Yes,Credit Card,Store Pickup,Yes,Yes,40,Debit Card,Every 3 Months
244,25,Adult,Male,Jewelry,Accessories,100,High Cost,Kentucky,M,Olive,Winter,2.8,Bad,Yes,Credit Card,2-Day Shipping,Yes,Yes,4,Debit Card,Monthly
245,53,Mid Aged,Male,Belt,Accessories,42,Mid Cost,Oregon,S,Indigo,Spring,4.9,Excellent,Yes,Debit Card,2-Day Shipping,Yes,Yes,39,PayPal,Weekly
246,49,Mid Aged,Male,Sandals,Footwear,53,Mid Cost,Rhode Island,L,Charcoal,Summer,3.3,Good,Yes,Cash,Next Day Air,Yes,Yes,45,Venmo,Fortnightly
247,35,Mid Adult,Male,Sunglasses,Accessories,86,High Cost,Nevada,XL,Beige,Spring,3.2,Good,Yes,Credit Card,Express,Yes,Yes,20,Venmo,Bi-Weekly
248,29,Adult,Male,Sweater,Clothing,66,Mid Cost,Montana,XL,Brown,Spring,4.4,Excellent,Yes,Credit Card,Standard,Yes,Yes,14,Debit Card,Weekly
249,47,Mid Aged,Male,Belt,Accessories,100,High Cost,Pennsylvania,M,Blue,Winter,4.8,Excellent,Yes,Venmo,Express,Yes,Yes,33,PayPal,Weekly
250,53,Mid Aged,Male,Handbag,Accessories,47,Mid Cost,Alaska,S,Teal,Fall,4.2,Excellent,Yes,Cash,Standard,Yes,Yes,18,Credit Card,Annually
251,33,Mid Adult,Male,Skirt,Clothing,25,Low cost,Mississippi,L,Black,Fall,4,Good,Yes,Debit Card,Express,Yes,Yes,9,Bank Transfer,Weekly
252,21,Adult,Male,Handbag,Accessories,51,Mid Cost,Wyoming,XL,Gold,Winter,2.5,Bad,Yes,PayPal,Standard,Yes,Yes,34,PayPal,Annually
253,32,Mid Adult,Male,Shorts,Clothing,41,Mid Cost,Delaware,M,Violet,Summer,3.9,Good,Yes,Cash,Free Shipping,Yes,Yes,33,Venmo,Fortnightly
254,52,Mid Aged,Male,Boots,Footwear,73,High Cost,Oklahoma,L,Cyan,Winter,4.9,Excellent,Yes,PayPal,2-Day Shipping,Yes,Yes,15,Bank Transfer,Bi-Weekly
255,67,Senior Citizen,Male,Sunglasses,Accessories,42,Mid Cost,Indiana,M,White,Winter,3.5,Good,Yes,Credit Card,Store Pickup,Yes,Yes,4,PayPal,Bi-Weekly
256,43,Mid Aged,Male,Scarf,Accessories,20,Low cost,Maryland,M,Charcoal,Spring,4.2,Excellent,Yes,Debit Card,Free Shipping,Yes,Yes,25,Debit Card,Annually
257,58,Mid Aged,Male,Jewelry,Accessories,30,Low cost,South Dakota,XL,Violet,Spring,4.7,Excellent,Yes,Venmo,Express,Yes,Yes,20,Credit Card,Every 3 Months
258,20,Adult,Male,Handbag,Accessories,53,Mid Cost,West Virginia,M,Red,Summer,4.5,Excellent,Yes,PayPal,Express,Yes,Yes,5,Credit Card,Quarterly
259,61,Senior Citizen,Male,Gloves,Accessories,74,High Cost,Alabama,S,Lavender,Spring,2.8,Bad,Yes,Venmo,Express,Yes,Yes,16,Cash,Quarterly
260,32,Mid Adult,Male,Jeans,Clothing,57,Mid Cost,Louisiana,M,Gold,Fall,2.9,Bad,Yes,Credit Card,Standard,Yes,Yes,13,Debit Card,Annually
261,38,Mid Adult,Male,Hat,Accessories,57,Mid Cost,Montana,S,Red,Winter,3.2,Good,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,11,Credit Card,Every 3 Months
262,21,Adult,Male,Jeans,Clothing,77,High Cost,California,L,Magenta,Winter,4.9,Excellent,Yes,Cash,Standard,Yes,Yes,21,Credit Card,Annually
263,37,Mid Adult,Male,Pants,Clothing,40,Mid Cost,Hawaii,M,Teal,Summer,3.7,Good,Yes,Cash,Next Day Air,Yes,Yes,6,Debit Card,Annually
264,27,Adult,Male,Shorts,Clothing,46,Mid Cost,Iowa,M,Purple,Summer,4.3,Excellent,Yes,Credit Card,Store Pickup,Yes,Yes,29,Venmo,Monthly
265,36,Mid Adult,Male,Pants,Clothing,78,High Cost,Colorado,S,Charcoal,Fall,3.9,Good,Yes,Venmo,Store Pickup,Yes,Yes,15,Cash,Annually
266,32,Mid Adult,Male,Backpack,Accessories,59,Mid Cost,Michigan,M,Gray,Spring,3.2,Good,Yes,Venmo,2-Day Shipping,Yes,Yes,17,Bank Transfer,Bi-Weekly
267,51,Mid Aged,Male,Jewelry,Accessories,75,High Cost,Louisiana,L,White,Summer,3.1,Good,Yes,Cash,Express,Yes,Yes,32,Credit Card,Weekly
268,64,Senior Citizen,Male,Sweater,Clothing,54,Mid Cost,Maryland,M,Olive,Spring,3.9,Good,Yes,Venmo,2-Day Shipping,Yes,Yes,42,Venmo,Annually
269,68,Senior Citizen,Male,Shoes,Footwear,42,Mid Cost,Georgia,M,Charcoal,Spring,2.6,Bad,Yes,Venmo,Store Pickup,Yes,Yes,21,Cash,Monthly
270,68,Senior Citizen,Male,Blouse,Clothing,44,Mid Cost,Georgia,M,Charcoal,Winter,3.3,Good,Yes,PayPal,Next Day Air,Yes,Yes,9,Cash,Bi-Weekly
271,33,Mid Adult,Male,Jeans,Clothing,52,Mid Cost,North Dakota,XL,Orange,Fall,4.6,Excellent,Yes,Debit Card,Free Shipping,Yes,Yes,16,Bank Transfer,Annually
272,65,Senior Citizen,Male,Sunglasses,Accessories,69,Mid Cost,Maryland,XL,Yellow,Summer,4.6,Excellent,Yes,Credit Card,Express,Yes,Yes,42,Credit Card,Fortnightly
273,48,Mid Aged,Male,Jewelry,Accessories,26,Low cost,Oregon,M,Beige,Summer,4.4,Excellent,Yes,PayPal,2-Day Shipping,Yes,Yes,37,Debit Card,Bi-Weekly
274,69,Senior Citizen,Male,Coat,Outerwear,33,Low cost,North Dakota,S,Silver,Spring,4.2,Excellent,Yes,Cash,Express,Yes,Yes,32,Debit Card,Quarterly
275,59,Mid Aged,Male,Jewelry,Accessories,32,Low cost,Maryland,M,Indigo,Spring,3,Good,Yes,Credit Card,Express,Yes,Yes,28,Cash,Bi-Weekly
276,48,Mid Aged,Male,Backpack,Accessories,85,High Cost,Virginia,XL,Lavender,Winter,4,Good,Yes,Debit Card,Express,Yes,Yes,13,Credit Card,Weekly
277,25,Adult,Male,Skirt,Clothing,30,Low cost,South Dakota,XL,Turquoise,Fall,3.5,Good,Yes,Debit Card,Express,Yes,Yes,11,Bank Transfer,Fortnightly
278,29,Adult,Male,Shirt,Clothing,29,Low cost,Georgia,M,Green,Winter,3,Good,Yes,Credit Card,Store Pickup,Yes,Yes,36,Bank Transfer,Bi-Weekly
279,57,Mid Aged,Male,Sweater,Clothing,95,High Cost,Hawaii,M,Orange,Spring,3.7,Good,Yes,Bank Transfer,Express,Yes,Yes,23,Debit Card,Annually
280,23,Adult,Male,Sneakers,Footwear,69,Mid Cost,Arkansas,L,Turquoise,Summer,4,Good,Yes,Credit Card,Standard,Yes,Yes,37,Bank Transfer,Monthly
281,45,Mid Aged,Male,Sandals,Footwear,69,Mid Cost,Montana,S,Cyan,Fall,4.2,Excellent,Yes,Debit Card,2-Day Shipping,Yes,Yes,21,Cash,Bi-Weekly
282,38,Mid Adult,Male,Belt,Accessories,61,Mid Cost,Oklahoma,XL,Charcoal,Spring,2.5,Bad,Yes,Bank Transfer,Standard,Yes,Yes,22,Debit Card,Bi-Weekly
283,21,Adult,Male,Skirt,Clothing,94,High Cost,Minnesota,M,Teal,Summer,3,Good,Yes,Debit Card,2-Day Shipping,Yes,Yes,9,Cash,Monthly
284,32,Mid Adult,Male,Sweater,Clothing,30,Low cost,Montana,S,Maroon,Fall,3.2,Good,Yes,Debit Card,Next Day Air,Yes,Yes,16,Venmo,Annually
285,63,Senior Citizen,Male,Skirt,Clothing,45,Mid Cost,Ohio,M,Red,Summer,3.5,Good,Yes,PayPal,Standard,Yes,Yes,4,PayPal,Quarterly
286,29,Adult,Male,Handbag,Accessories,39,Mid Cost,Kentucky,XL,Yellow,Summer,4.8,Excellent,Yes,Credit Card,Express,Yes,Yes,3,Debit Card,Bi-Weekly
287,27,Adult,Male,Jewelry,Accessories,51,Mid Cost,Nebraska,L,Gray,Summer,2.6,Bad,Yes,Cash,Store Pickup,Yes,Yes,6,Debit Card,Annually
288,56,Mid Aged,Male,Scarf,Accessories,37,Mid Cost,Delaware,L,Blue,Spring,3.4,Good,Yes,Cash,2-Day Shipping,Yes,Yes,18,Venmo,Fortnightly
289,30,Mid Adult,Male,T-shirt,Clothing,62,Mid Cost,North Carolina,M,Lavender,Winter,3.7,Good,Yes,Credit Card,2-Day Shipping,Yes,Yes,34,Venmo,Bi-Weekly
290,49,Mid Aged,Male,Coat,Outerwear,85,High Cost,New York,M,Yellow,Fall,4.5,Excellent,Yes,Debit Card,2-Day Shipping,Yes,Yes,26,Credit Card,Monthly
291,58,Mid Aged,Male,T-shirt,Clothing,33,Low cost,Colorado,M,Indigo,Winter,3.7,Good,Yes,Bank Transfer,Standard,Yes,Yes,50,PayPal,Weekly
292,57,Mid Aged,Male,Dress,Clothing,26,Low cost,Delaware,XL,Violet,Fall,3.3,Good,Yes,Credit Card,Next Day Air,Yes,Yes,40,Bank Transfer,Monthly
293,60,Mid Aged,Male,Shoes,Footwear,99,High Cost,Utah,M,Green,Spring,4.7,Excellent,Yes,Credit Card,Free Shipping,Yes,Yes,24,Cash,Quarterly
294,69,Senior Citizen,Male,Handbag,Accessories,39,Mid Cost,Connecticut,M,White,Spring,2.7,Bad,Yes,PayPal,Express,Yes,Yes,33,PayPal,Annually
295,70,Senior Citizen,Male,Skirt,Clothing,20,Low cost,New Jersey,M,Gold,Spring,4.6,Excellent,Yes,Cash,Store Pickup,Yes,Yes,19,Credit Card,Every 3 Months
296,53,Mid Aged,Male,Sunglasses,Accessories,42,Mid Cost,West Virginia,M,Indigo,Winter,2.7,Bad,Yes,Venmo,Store Pickup,Yes,Yes,24,Credit Card,Quarterly
297,25,Adult,Male,Sandals,Footwear,74,High Cost,Indiana,S,Lavender,Spring,4.8,Excellent,Yes,PayPal,2-Day Shipping,Yes,Yes,19,Credit Card,Weekly
